,channelId,pness,bias
100,UC-7FIqgRR3D3bMjnU4xVmzA,0.6229448160914832,No-Label
101,UC-7HprBDSeQXf48YDoWEEBA,0.4095964878507482,No-Label
102,UC-7I1gU1r6PxBSl87o-7YEQ,0.6183673811611223,No-Label
103,UC-7IbiiBCqumU4FtQb_xW8A,0.47661017159282226,No-Label
104,UC-7XY-W_C84cW2MNqujgFpg,0.44542619788588245,No-Label
105,UC-7YZ_1NISX4_vuAZUtD5yA,0.37736921404945645,No-Label
106,UC-7YvPwS_sX80uSusb3JKHA,0.6356119417565106,No-Label
107,UC-7aNe88z4LBBkLlwTv-y-g,0.4236405648635854,No-Label
108,UC-7krBOHAKeiVrEDhHfxopg,0.5803924899009103,No-Label
109,UC-7nELDbJEPF3muAzSeT74g,0.6631093872508319,No-Label
110,UC-7oMv6E4Uz2tF51w5Sj49w,0.56944434294169,No-Label
111,UC-7pEBhHhl-B-hrjNeRHnWA,0.5093448197983673,No-Label
112,UC-7rqAi8OZS7e96Ab62WQ1A,0.48001620908391124,No-Label
113,UC-8-F2CqlSXDNrDkDjmih2A,0.6392927798486373,No-Label
114,UC-86WpU2f7J_es2gWJSuX-w,0.5350058211331763,No-Label
115,UC-87op-z05BnEXWQbreOnHA,0.5152749072509,No-Label
116,UC-89P4cCPS2es3UXH2Z2oXw,0.5388298419410313,No-Label
117,UC-8BAEcWSEs4-KQp1ULVnaQ,0.6485929971553521,No-Label
118,UC-8Ba047kFinfgp3sO53qcA,0.4971840462909874,No-Label
119,UC-8EajpR0EcIuWWRaW3EFaw,0.7035384151654079,No-Label
120,UC-8KVa-TUe6LtfPFICAXyFA,0.4873332569847401,No-Label
121,UC-8Q-hLdECwQmaWNwXitYDw,0.7221274013131359,No-Label
122,UC-8QAzbLcRglXeN_MY9blyw,0.5000281791860712,No-Label
123,UC-8QCVf10-suYAeutMRqAsw,0.542786297031148,No-Label
124,UC-8R9VjA3SDjlRN2MNDjeBQ,0.45853847430877853,No-Label
125,UC-8Rowy2WAwvYo8e0pM_6ew,0.6095308509930016,No-Label
126,UC-8WbaljnjGV9F8m-ZauShw,0.4217085036651041,No-Label
127,UC-8g0HshRxIlzz1pCgfDLZw,0.3696828769144082,No-Label
128,UC-8ugjpC5KUbsAmqayMknwQ,0.6626785621251116,No-Label
129,UC-8yLb1K-DEC6dCYlLOJfiQ,0.46777753736628425,No-Label
130,UC-90KuSWRVLImW4xHWFYMnQ,0.6090165938636178,No-Label
131,UC-97WdoeCQenTaTyplgsoBg,0.4675998804742867,No-Label
132,UC-98P1HknuXGxDYNwlxsKwQ,0.7750699237661813,No-Label
133,UC-99DKd0C3s4_aAo2F1o92w,0.4928664006559826,No-Label
134,UC-9C9d1qDDzA2jdH53vSIuA,0.6976294570007121,No-Label
135,UC-9EHhfnWiG4lkQgKfxuQHw,0.5441119064219655,No-Label
136,UC-9GGX8kEFNkhzVN1bzT63A,0.47713892776552697,No-Label
137,UC-9IhqrFTkc53Dx1HAGzRGw,0.47996010721332744,No-Label
138,UC-9J07yyuXQTx_uZQchtwsg,0.8087952798492211,No-Label
139,UC-9QiiVaViuqMhLp1XEwdxA,0.5289362474365258,No-Label
140,UC-9SO9Ma88jetxo-W3YZLYg,0.4149161468823007,No-Label
141,UC-9WZHeiSmZmWHTtlNm_lNA,0.39063131266200113,No-Label
142,UC-9b7aDP6ZN0coj9-xFnrtw,0.658204988057001,No-Label
143,UC-9cRHZIBSvPzHvkW16Yx1g,0.5398813077571376,No-Label
144,UC-9cebIieoKNjdxLyAyUNBg,0.6376195014196824,No-Label
145,UC-9lzGHoos6oWqmdguWrHYA,0.6336124023470157,No-Label
146,UC-9rZ03WrFB3c4qoe8GIo0A,0.49259314044278374,No-Label
147,UC-A7wYZAOVGLaj4rsGVJ3kw,0.3941994722066635,No-Label
148,UC-AAk4vhWHPzR-cV4o5tLRg,0.5203104084586889,No-Label
149,UC-AM7PeaHHHD4xyzQlJVzKQ,0.502712191091805,No-Label
150,UC-AN0NNeWtfMIx6vX0ewxrA,0.40489083550519134,No-Label
151,UC-APUCyCWLHaYNNnp062s4A,0.6422088036752682,No-Label
152,UC-Ah7_LqD8mL_XTzNF0T5nA,0.6466519021658613,No-Label
153,UC-AirOG20AQDGqGEL_bbVsg,0.5542660239099748,No-Label
154,UC-Aq0fk7f3vm7xsY-BJGGgg,0.4128110095287316,No-Label
155,UC-AqLLFKh8QoCsXaPAg4aRQ,0.5982016494736796,No-Label
156,UC-B06UJxJ20HYv15lzrm9mA,0.5216767153280717,No-Label
157,UC-B1mwNz6sTY-aogNnua5XQ,0.41541612634022335,No-Label
158,UC-BFZXMNnSe67KGhstf9jeg,0.37357874031082006,No-Label
159,UC-BK208At_VuA_YUBnNoNjQ,0.5820807578034474,No-Label
160,UC-BSVXejMFhhml4V_VyoGxg,0.7754666515960698,No-Label
161,UC-BVfBm27vcdQaH20dnfTpg,0.4004134299917009,No-Label
162,UC-BaXc1TU9i0XSguq9mZwdg,0.44119379102741224,No-Label
163,UC-BlDCX__nCLs_ZF9meYQbw,0.707506486622052,No-Label
164,UC-BlL1ERev9O82Ar4WQmKig,0.45788531673491883,No-Label
165,UC-BwprrMqmpQXvArJWNaKTA,0.6453911236440024,No-Label
166,UC-C7YqQCvJ-2EUUyH7iOStw,0.5413051483152171,No-Label
167,UC-CBSBRP82j2t5PQ3M33CVw,0.6026691327460296,No-Label
168,UC-CUX8cdTX9kTrC8WKhL0yg,0.4067723807960447,No-Label
169,UC-CWBoT-r7VijIr8YZTtzxA,0.7439080197488561,No-Label
170,UC-CZmKnJbjGWAzJd6cIVUMg,0.6210736713130317,No-Label
171,UC-CbPYT4pz-y4hgyy7PZ2-w,0.43894956643481264,No-Label
172,UC-Cg8jae1wvpYDHU_F6OX-g,0.6336788599400999,No-Label
173,UC-ChVN8jSofpqwLU2al8kdg,0.6780674532998316,No-Label
174,UC-ChysErZpWWp4BittZ6jMA,0.3960226715872747,No-Label
175,UC-CrwNynzNnOz4F9nVfxvkw,0.5511741290362443,No-Label
176,UC-CxEwlKAKHuY-PKm0xXU4Q,0.5947898948996196,No-Label
177,UC-CyaPgVEXp93Q8WOo_CDUA,0.6799014698678313,No-Label
178,UC-DIvcMAVlO3_pNYk4eipHQ,0.3845467154068398,No-Label
179,UC-DOBqjjDVXvcMBBYeXCVyQ,0.6225770527963599,No-Label
180,UC-DUrA-h7-s_C57ECJ1BFPA,0.7661924862740513,No-Label
181,UC-Diq5SjWZDol8C0_E_1Y7A,0.34958950489584006,No-Label
182,UC-Dk69iG0WBiyustkmMGoQA,0.6017240062337711,No-Label
183,UC-DlN8ZsnEHvshuvBOg25lw,0.5293395256094224,No-Label
184,UC-DsqEjA3e7f1kbRX6s05qA,0.7105364783570381,No-Label
185,UC-DuRqsBQOEk_5o1q4Ze-Fg,0.5114311247112387,No-Label
186,UC-DvK4AnhcHoSaDtn4AgnpA,0.6833861573079189,No-Label
187,UC-E1JQSSrC9G7P6MtCMtbpQ,0.45370542330590824,No-Label
188,UC-EG_CvvgYBPUVLZ4-ReGmQ,0.5602724678184533,No-Label
189,UC-EL01nbINGQ2_OrbF3v5mg,0.6457499245499452,No-Label
190,UC-EVnno6x6-aAG6g1ZVoN3A,0.4619902432842412,No-Label
191,UC-EWIqLzm4ttojYUAOSht9A,0.5447035498032238,No-Label
192,UC-E_VSCHmOwWDV7Y3EKSGTA,0.4031961883657263,No-Label
193,UC-Eh1lR_tWVtv9AvxLybMtQ,0.5716027817292969,No-Label
194,UC-EnprmCZ3OXyAoG7vjVNCA,0.7710810857873036,No-Label
195,UC-FCbpK3Aaga0gPqc429Xhg,0.6296703386876459,No-Label
196,UC-FHoOa_jNSZy3IFctMEq2w,0.5817087179149766,No-Label
197,UC-FNzx_YpOdfqYPKhM5tbKw,0.8080463275815539,No-Label
198,UC-FQUIVQ-bZiefzBiQAa8Fw,0.624840188757286,No-Label
199,UC-FRt8YnGNO0sX7ek2yLdBQ,0.408506891878762,No-Label
200,UC-FbE4thIVKkcQe1aWrUTvw,0.49640798958169896,No-Label
201,UC-FlextKdns7g0IROC9RmEA,0.8319208474373591,No-Label
202,UC-FpBZR7DbpvNj5UrFN8qUA,0.5795722233762619,No-Label
203,UC-Fw0ZmtvLv-DVJbHi8nmJQ,0.5525771144978031,No-Label
204,UC-FybWv2MlD3M6EXCuVu42Q,0.563626483293799,No-Label
205,UC-G24bE0aiPvj4DrxarrbvQ,0.39756827200905603,No-Label
206,UC-GHQ4tHMdzMNUS2NDJMypg,0.547341310306168,No-Label
207,UC-GJbheknHZhSM7-Jgn63jg,0.5999078373999583,No-Label
208,UC-GbZ76_RsLms3Xr2c329PQ,0.5621750249477198,No-Label
209,UC-GbqnkAfJ2spqZkXtyEabw,0.5032991770585192,No-Label
210,UC-GiI_5U-WkPIKqsq056wvg,0.554632221399139,No-Label
211,UC-GjYlrAWIHgwNDnbFHZ77g,0.6182754041604022,No-Label
212,UC-Gm4EN7nNNR3k67J8ywF4g,0.7007141799708785,No-Label
213,UC-GsApAlbiTDILDnxP1O7RA,0.3683473255168874,No-Label
214,UC-H66WoRQeEKWoXXjRHiSgg,0.7420676829368177,No-Label
215,UC-HAwls_ET6oUtRQSdZHOYQ,0.5634544373923428,No-Label
216,UC-HFFcL7an3m_oZof3GG8Mg,0.5604755546565331,No-Label
217,UC-HFqs_7nzHwg1pD-_PrLcw,0.6451753646221947,No-Label
218,UC-HI9QpY50QOvqEWiVvGdqQ,0.48727392155830906,No-Label
219,UC-HOzxLZiH6MhGU5csLgINA,0.5900441269383397,No-Label
220,UC-HQ0-wMVBw3ncUcAZ1meOw,0.5836244253401142,No-Label
221,UC-HWZs7YOICL0h--kGSRuTg,0.6436288947748783,No-Label
222,UC-HY2Wfti_kNr2yOKDgDUkw,0.6666259221925052,No-Label
223,UC-He-TI37gYyrrSy7BWvh1Q,0.49858636972778325,No-Label
224,UC-HoXGsf6nxtaZatTmh0XzQ,0.365235942334651,No-Label
225,UC-IHcwo3LjiDgAliMk3mvPA,0.7343558873340748,No-Label
226,UC-IP8YW4UAxHPodCxM8TxVg,0.5740065930131811,No-Label
227,UC-ITe1nKavRL6-Sl2aE3LKA,0.47789392738911707,No-Label
228,UC-IUO31UtYdHUbXspktqypQ,0.7271966262553272,No-Label
229,UC-IW1XrS5dUeeOpfQ_6ObmQ,0.6086565518872079,No-Label
230,UC-IXUpyZNcCMYKq3gpxvCHw,0.46836800405089146,No-Label
231,UC-It4wozca3J4OVQh1hxdFA,0.6870125687885104,No-Label
232,UC-ItiI-CI-ZoASr885LebJQ,0.5291962499035263,No-Label
233,UC-IxEJXZh_SrU8SHz41-dZQ,0.6470818450879806,No-Label
234,UC-J-KZfRV8c13fOCkhXdLiQ,0.6696566222045209,No-Label
235,UC-J1K5zG4lmnjRN9V3M6wxQ,0.2765027665316809,No-Label
236,UC-JAYs887GcRROe_z9Kj2sQ,0.42807916440400035,No-Label
237,UC-JEgJ3NV-lpnAjbm81tNsg,0.5740259743006157,No-Label
238,UC-JHxwWL4-WoqyQIYsBvTbA,0.4017649343293654,No-Label
239,UC-JKownHqF5YE8QrOHggOcg,0.38714689047594175,No-Label
240,UC-JQzTHQrVA8j-tamvy66fw,0.5484829247644167,No-Label
241,UC-JSeFfovhNsEhftt1WHMvg,0.570069494618508,No-Label
242,UC-JWdrbVdIkk7_gBxfZX2yA,0.24358303766899408,No-Label
243,UC-JWw2juO3Ikj5C9VsNoGIw,0.7056705578547332,No-Label
244,UC-JXB0eQfhf1d6I00PDNSrw,0.5041107874652788,No-Label
245,UC-JblcinswY50lrUdSaRNEg,0.7822507191970514,left
246,UC-JbrZFLWfGEMJpZVOq-Fog,0.4601691104896526,No-Label
247,UC-JfGulexnZLvYBNPCmZ6wQ,0.3180466319190054,No-Label
248,UC-JtR_ErP258cEMyjA4oXmA,0.474002335636698,No-Label
249,UC-Jv2IbXxF-Cm0NJgQ9U8Lg,0.5063565481753152,No-Label
250,UC-K289vaoAfoXByeQxxooww,0.47518755729451206,No-Label
251,UC-K2dAF6o-4grg_HpUVNJVQ,0.49860405168539096,No-Label
252,UC-KH_vi4QuY9gFJ5atyWLNg,0.6396580147330276,No-Label
253,UC-KM4Su6AEkUNea4TnYbBBg,0.444092152306036,No-Label
254,UC-KRRiQ0I4RAC8Ho2gSET1A,0.5922910240954767,No-Label
255,UC-KTRBl9_6AX10-Y7IKwKdw,0.616382294313305,No-Label
256,UC-KTn5xUClpzIA9ehXG215Q,0.31902622354269267,No-Label
257,UC-KUF3oGTSSuix72gBqamWg,0.5326033606137613,No-Label
258,UC-KY2f2NS8pf5ZWCYKHEg1A,0.40470393324478204,No-Label
259,UC-K_P65-XIDGhiM54VxuWvg,0.5209480740946002,No-Label
260,UC-KiGOO_09r_0J9vAjBLTBg,0.5986217403767027,No-Label
261,UC-L0yvYPpGQZD3PHDLKiUpg,0.3931546195145342,No-Label
262,UC-L9KNntvOrGkFRmD9SE4fw,0.6065579004329416,No-Label
263,UC-LAKZaLMI3Rspav1lEDYFw,0.44941490577116044,No-Label
264,UC-LJgOHir8UyxoboIe-cQZA,0.3601992020237041,No-Label
265,UC-LM91jkqJdWFvm9B5G-w7Q,0.8278248176777533,No-Label
266,UC-LMH_3ddjbIQWWmc_V7yLg,0.7243380101965725,No-Label
267,UC-LTMBddfVmyLysFk1YvyWA,0.4339549577583497,No-Label
268,UC-LcgcyRz9h_8qBfuxpZMcA,0.5418159661414946,No-Label
269,UC-Lh_OjlgWtjm9NUJpZbzNg,0.3492939409992713,No-Label
270,UC-Lq6oBPTgTXT_K-ylWL6hg,0.5498978110362384,No-Label
271,UC-LqHD4NWOr-uC2XzJErlKg,0.3489607551851256,No-Label
272,UC-LrkTq7pfBJR6sZGHOcRBA,0.42913458139342464,No-Label
273,UC-MEgsEcEkbSuPWpu4a-PzQ,0.6088793323412292,No-Label
274,UC-MFmneeEHowMuRCUsE_s0w,0.49563341476057743,No-Label
275,UC-MN0HwV5VhRR7lzxZpOLaA,0.38852454854790547,No-Label
276,UC-Md_S_A6VcSJiAhStZCKbw,0.5409563871699897,No-Label
277,UC-Mi2FOAqTQP0ciwY5Fl4Mg,0.3150590886273636,No-Label
278,UC-MkY-TsU-RoxVoHXxnbonA,0.5362973834204268,No-Label
279,UC-Mn08oyWWvjNELc2J84kkQ,0.5038465027096231,No-Label
280,UC-Mq_OKUlaGnWr4CwVCJXEA,0.44458992940435926,No-Label
281,UC-MtmLd4PbmNuRaasDgBFBA,0.35931188245333723,No-Label
282,UC-N0DKxKMaMduqQF_GoIWBA,0.6013617028783327,No-Label
283,UC-N44TadAniwC7v8Zj858nQ,0.7914321130711646,No-Label
284,UC-NDC9sjHn3I5Qo99Uf4IvA,0.650784802503314,No-Label
285,UC-NFCjTEU17gmOL5WB1d9Zw,0.41263742571089324,No-Label
286,UC-NINtNMPM75eaqh07RCy_Q,0.739014408633318,No-Label
287,UC-NPQYmHM9AagZg2GfaiiBw,0.6152969038473599,No-Label
288,UC-NYYqHrvB6sopa5HhMuKGg,0.37211383685432814,No-Label
289,UC-NZcM4AM16ACXPv43IrvsA,0.4819230300067089,No-Label
290,UC-NfY72l3Tn-c2qg0iHDUlQ,0.646081014307663,No-Label
291,UC-NfqEnvRHjD7Xjt5MVrEFg,0.5446360732044857,No-Label
292,UC-NlyhOdTK4C30NhptvD7UA,0.6519892596122312,No-Label
293,UC-No2ITxJsNt50oJQ3fLmUA,0.45715975905383577,No-Label
294,UC-NzBRK7DKKKtLHpzml29Xw,0.39059384772764527,No-Label
295,UC-O-zdJ01fSuBVctpV1DGmg,0.6130038571653025,No-Label
296,UC-O3EZwg_CJE_mxfKzdZY_w,0.5844528374005233,No-Label
297,UC-OC1zN27enpTA_eNWB7dKw,0.587960928128505,No-Label
298,UC-OJ-24roEfQ_-PCnLJSckg,0.6701927704405157,No-Label
299,UC-ONn89UOXabgtPcuWCIR5w,0.6609472683149107,No-Label
300,UC-OO324clObi3H-U0bP77dw,0.6150583073505796,No-Label
301,UC-OSpcKMXooOzqzwRN3TmZw,0.630511835460866,No-Label
302,UC-OZOSOiUJ23moxPJdsHiqQ,0.39020036294843996,No-Label
303,UC-OZOwKqYaN98_X4oBtvANw,0.5425195245165589,No-Label
304,UC-OeeABMVPNCsPqW5VY6jWg,0.6729863391697424,No-Label
305,UC-OfPFc1p-FclPQc2nXg1FA,0.41597701028852807,No-Label
306,UC-Op8pOVwbeqp6lyL2xJvqQ,0.6180085166003649,No-Label
307,UC-P24gdQprBEs4jClRoX-wA,0.6018867288382284,No-Label
308,UC-P5wGpW529FNfnQxJvCXEg,0.5473986653585059,No-Label
309,UC-PGxg0OB4e-0E0a3JrPPbw,0.5445098230971627,No-Label
310,UC-PLqRoj7_eSUIg_qkj5HfA,0.40155847450923693,No-Label
311,UC-PN1tfiDcx__zvW5ja9ZOw,0.6239997608252331,No-Label
312,UC-PTXM8dLnnQobJmxQtBc3Q,0.4949465919720033,No-Label
313,UC-PVsWUQwwBSBYGDBYiyJ0g,0.6571744832317818,No-Label
314,UC-PXmBOuMhGTskIJq1Wlxdg,0.6296175844055155,No-Label
315,UC-Pa8PfXKoJbyYcdy0PmKuQ,0.3412275658093507,No-Label
316,UC-PaPywUKo7dSn800KRYqDg,0.5418424127264231,No-Label
317,UC-PbLusIBd3ECYtvz-f0EcQ,0.5104727240246486,No-Label
318,UC-PepfX4nM19zhdgEn3o5kg,0.6049008394339307,No-Label
319,UC-PgqUyyQlYVczeu0LeSs6w,0.7120048278056011,No-Label
320,UC-PhFNesHQQUYE56H0TQMDQ,0.31134039357734355,No-Label
321,UC-PkTgk-iE97LbRQYbfqAtA,0.40742225034668295,No-Label
322,UC-Po06059DOMqDCItQBz7SA,0.643155785840882,No-Label
323,UC-PrBbBlScO9CmH_51fXqhQ,0.5137224254977271,No-Label
324,UC-Q1hEqmFXea-dX8ZN9Eo-w,0.49056263217372015,No-Label
325,UC-QFhQGiB-WqOjRR98XZrkA,0.5742834697501811,No-Label
326,UC-QMCivnCi5YXDZ4-X_i8Kw,0.5666480740837707,No-Label
327,UC-QQHiC_oVJ1nLhA8t6n7FQ,0.6440842616311193,No-Label
328,UC-QeuA1QVcjI4k3RZywOnVw,0.6913544770858838,No-Label
329,UC-QezoqJgvxadJqhJbP199A,0.6990984383094382,No-Label
330,UC-Qoh5QhzSiMV3X3vTpQ81A,0.6171960104650743,No-Label
331,UC-QvtVCaLPmiSMNNEZYVIYQ,0.6335872019223333,No-Label
332,UC-RA5BzE_BnZhf5iVdNF1hA,0.43779574506390556,No-Label
333,UC-RI5rQVGqNae-WpAPitj7w,0.5467380352280894,No-Label
334,UC-RKpEc4eE9PwJaupN91xYQ,0.8058748351679499,No-Label
335,UC-RP9HS8bnLtV0E9B27M9dA,0.5985561629529598,No-Label
336,UC-RZtele0fFbAMWsQVKssIA,0.38262939397633805,No-Label
337,UC-R_lZ5qRnNEq3gXdnoKqZw,0.5488880045155564,No-Label
338,UC-RcLOfoJrFN8eDGPtVlrPw,0.4084027290703588,No-Label
339,UC-RhmDrxuxpXx96KsNVCrDw,0.5671665773974526,No-Label
340,UC-Rx9HRmDoc5YmtcPOopmrA,0.6639594651168145,No-Label
341,UC-RxXi2Xws6Uk22vp-sLbGA,0.8287874730519864,No-Label
342,UC-S7xonqgsyX5DyjI83uIQg,0.4641528509479709,No-Label
343,UC-SAFHahv5Nj_O_7keuJNEA,0.42096477068535076,No-Label
344,UC-SDYxPtq8BL8vOI9HG7_5A,0.5477768574499959,No-Label
345,UC-SDiZLNHzanQ4xDtwoFkSA,0.6328935436610992,No-Label
346,UC-SEO2ugu8rh7HWa4W6kYzQ,0.6788739120127534,No-Label
