channelId,bias
UCWo4IA01TXzBeGJJKWHOG9g,center
UC7F2QS7wk6Eq9Z4uabl5rmg,center
UCe2PK9vNxfogdvkx4jqB8uQ,center
UCJEDFSxHHOW1PpBccdSxOTA,center
UCfXdejDvNviqilmJ9DvGuow,center
UCMDxbhGcsE7EnknxPEzC_Iw,center
UCvwFhI0mrIWDiZUabRapS5Q,center
UCLXo7UDZvByw2ixzpQCufnA,left
UCsEukrAd64fqA7FjwkmZ_Dw,left
UCIsbLox_y9dCIMLd8tdC6qg,left
UCL8Nxsa1LB9DrMTHtt3IKiw,left
UC4LADtN8xwppFydHUB1s5uA,left
UCZfsrIV68Oegr5bJgAMLBDA,left
UCqLj_VGACwmDa0FZ4UV3j-w,left
UCzuqE7-t13O4NIDYJfakrhw,left
UCGbQJy-531_5vfphay-rChQ,left
UCsD-Qms-AkXDrsU962OicLw,left
UCswDowOOvJ-fkCgH9YAITjQ,left
UCueKD4jxzgHvCISK2pBt0cQ,left
UCYC4ijpFZY_CtdElWFyy-Gg,left
UCSecgeLcJ6qXmE-tgOMYM1Q,left
UCeHHAF22PljrnnjskZeljmg,left
UCJNMUA0J-hgaTmiNEYZf2Jw,left
UCZaT_X_mc0BI-djXOlfhqWQ,centerleft
UCftwRNsjfRo08xYE31tkiyw,centerleft
UCddiUEpeqJcYeBxX1IVBKvQ,centerleft
UCY9eEaH19ulZmdusctU1ejA,centerleft
UCx2HcmpB-UZGkMXOCJ4QIVA,centerleft
UCcyq283he07B7_KUX07mmtA,centerleft
UCoMdktPbSTixAyNGwb-UYkQ,centerleft
UCuFFtHWoLl5fauMMD5Ww2jA,centerleft
UCHpw8xwDNhU9gdohEcJu4aA,centerleft
UC-6OW5aJYBFM33zXQlBKPNA,centerleft
UCHd62-u_v4DvJ8TCFtpi4GA,centerleft
UCZ8Sxmkweh65HetaZfR8YuA,centerleft
UCCjyq_K1Xwfg8Lndy7lKMpA,centerleft
UC-JblcinswY50lrUdSaRNEg,centerleft
UCYGnmkFGP4EgAOqu58JA_lg,centerleft
UChLtXXpo4Ge1ReTEboVvTDg,centerleft
UC7Edgk9RxP7Fm7vjQ1d-cDA,centerleft
UCg3_C7BwcV0kBlJbBFHTPJQ,centerleft
UCK0z0_5uL7mb9IjntOKi5XQ,centerleft
UCw3SYO_euO0TSPC_m_0Pzgw,centerleft
UCeFBQmxaVN-grC9sFmz5ucA,centerleft
UCF7hznHog_lCTbwxjj1jrPg,centerleft
UCl8zB2LZOiLLV0jYUMpTEgA,centerleft
UCx-h2AWPCBJEqzH9HXe2ZIA,centerleft
UCmh7afBz-uWwOSSNTqUBAhg,centerright
UCAvBcst08Tfo4VNtIaRPTNw,centerright
UC8Ioh4atNDO5a0Vy2qFmauQ,centerright
UCFJNcE0iHj7P6dhp5iCZRLg,centerright
UCrvhNP_lWuPIP6QZzJmM-bw,centerright
UCXTuTQZarVcFR_fgQXvsLpw,centerright
UCWq53_f3zgMcWuE-XFKSpyQ,right
UCZr49eSL2aHQ_41476IrkbA,right
UCL9PlYkRD3Q-RZca6CCnPKw,right
UCt8lRYpzb-sSrKFb4DT2ECw,right
UCkJ1N-7g9Q6n7KnriGit-Ig,right
UCGDaOZg2INC0Qg2Z203F1dA,right
UC4chaUevLgCVSz-RcgqgoZQ,left
UC5zlAAz2IxGSetD21mHy6sw,left
UCAMOfF2PUYfKRLZuLATO1Tg,left
UC0COu43Li7CUL2jseBpH9kQ,left
UC3Qs31jxhhi0tOMhSEpe3WQ,left
UC1Z1i5ClfrJhyu9z1hlmDkQ,left
UC3EmxrWVl7K8xBH_UVIWY4Q,left
UC9jY5IcAA99wX8MZQ9K9r-Q,left
UC287TTb5a2eR4C47trxWyzQ,left
UCH5U-fa5wNK2xNlIyBfMe4A,center
UC_70iWZ6ym2cglS_kv5YfmA,left
UC7oQL6bXDLVlfRzeF8_KcGw,left
UCbWB33FQvFiV0Pq9Calkgzw,left
UCaXkIU1QidjPwiAYu6GcHjg,left
UC2a35q7eyzkfoIusBzdH4Hw,left
UCaqSSFjgwFInvYpwq-V-7sw,left
UC_98en_oHyT3wDP8mn9DQaA,left
UCaZOlsm_rEmMLl7rcGprCPQ,left
UC_sE8MCiOK9otVmNYd4ofxg,left
UC27KdqL8GCxqXgurmGpkb7g,left
UC8W1PDkZhEDTV9H31hwJQqQ,left
UCb0loaR9alFkLWjdMSTN9uw,left
UC7EmqkJ57X5inOTXQSQBFcg,left
UC3aQBsXR4i7sMcrc_LI1pgQ,left
UC1yBKRuGpC1tSM73A0ZjYjQ,left
UCLLLdCANnMAdMyrXdYbSlxg,center
UCpmb6WQxskw3dnoLqrXDUGQ,center
UCIZJ9a6P_nxCFJTmL0gh_IQ,center
UCtUWbfogavM0lLL8e7KmM1g,center
UCB3Ws4PMU2f1UT0x5prMG2w,center
UCsCo__V-uX9-yB0nhTni4Tg,center
UClfbSj-gmJ5J02lAbMYAFkQ,center
UCREPamP892LJnJfJNWYKfPQ,center
UCtFQDgA8J8_iiwc5-KoAQlg,center
UCVsPa33ZsRPPqXPxpiK54vw,center
UCw0y9zO1RXI6uEzoKbbnxTQ,center
UC0u04Fuq2qLUmYK12rVXFfQ,center
UCFMq2QR09VraTUAi_hsx-xw,center
UC5O_4r7qIR0wJqDWGwArwrQ,center
UCOwAf0r6kIOj8783xDye2pQ,center
UCidmXf6OsuXzgkCmLIY89fA,center
UCaeUKy8bDzOu2DH5c006NbQ,center
UCFZSV_So_OaXgXVzgu58tJQ,center
UCDeDd29TrRzAkSKXBCtGhxA,center
UCMpLHTtHhwgX6mUasWnMT1A,center
UCfEflJTjF2hq0IbfkSWGRkg,center
UCSwjPYZk6nRieQMWISwcS3Q,center
UCWC4mmS_a-0K6JX6QX0hL8w,center
UCp7LPFmh6pyFpWQY6htER3A,center
UCoooV8TQKY3Llh_Llcp9Asg,center
UC15_VPYQCnOZU4crj7g8aIA,center
UCyX32_Oal5pPG1vXTgyenQQ,center
UCr5jq6MC_VCe1c5ciIZtk_w,center
UCahujLjSL34EPNxtwKRi_vg,center
UCTdvpZLANeVfpckUBQD7lCQ,center
UCURqJEezGNkNQISHMy8fwHg,center
UCp9-Nl5BxUkSwJnW8fAz3DQ,center
UCiP0W9Jvwr8QwPTRjapEfHg,center
UCJ6Fa7MQH9-3yBFwYUZRJMQ,center
UCpIIsfqRWz9MwJe3lX4z5pQ,center
UCYDAVKPWIe3O1lH-GTTwnGw,center
UCDZuNFwJ4BIRV_Z5IxFXVrA,center
UCoAU4X6DUZSt5n6aI74Hw0A,center
UCD8gmbqlT18TE_i2QXUdbLw,center
UCs3o4RhBiP2wcwqkZR2QVLw,center
UCpCwmdAytt5K3QlupLUQVjQ,center
UC5g04B7xfIZx7es_4VCj_sw,center
UCvSD6lYlbNdrZ9GFcZo6llg,center
UC5gpJCTvn_QDB-vRC_399Mg,center
UCr51KMSVvRICQNdsg9otmJA,center
UCF5cQ4U5Py2DtIQaSA0ftPA,center
UCAbvdK-BSH7rXRiHouRACLg,center
UCmHL2CjQNTh89WpMrnDAWAQ,center
UCoENDR07qDxYbYfA3f1RaYQ,center
UC3Xsk2V_ohGhRn-9--GUGaw,center
UCmk6ZFMy1CT80orXca4tKew,center
UCCInRC_-mCbDo0XvLArVV3Q,center
UC28jWiP7HV6mBBW3C8AXuEg,center
UCfEoP_mHXFmFJTTDKX2vhDg,center
UC2dTfkMAnI7_kco6QK7sQuA,center
UC7i1ssDCPAcQ_qDi7o0JKtg,center
UCyl1HT0KZdM2mFGXwvXikfA,center
UCd-n6wFyjm-nvpq2d9c9cLQ,center
UCIIk6UGjbYRAiMrydknMKKg,center
UC4crbddp1Oroq01LSUEjsrQ,center
UCyoHa0h7CIj0-W6K3HKS5kA,center
UCSx3UZMZ_f0-UVYPKUAi2OA,center
UCvHDpsWKADrDia0c99X37vg,center
UC6PiEr5ig3dT2lje5sCUnRw,center
UCtT3loFk1B2BC3R3R31TI3w,center
UCYPvAwZP8pZhSMW8qs7cVCw,center
UCEXv3ypWhnReEXJlQSKXh6A,center
UCZcXHKHb9avY-WjnsDGC77w,center
UCiMPkzrVSCEDm3TatvdVylw,center
UC7y6JKpqIYf2-hjTj9odMAg,center
UCyRGaa8pjeLMouKTMXlIMaA,center
UCEC1WX1I030Ss6oNk7ynsBA,center
UCDyTKLG1BzCgbzjRvtcKtHg,center
UCI8Am095laG_hASUH_HH8fA,center
UCh5BiptKZelzOamcmOeq6BA,center
UCGrs9ygWWH8iccEQfM5uh_A,center
UCkkOhWiGGpQEGlpbLgk_AKA,center
UCPaSu8qnjJhF1vkXVOGojBQ,center
UCTo_GrhRsASw22tOpwXfEaQ,center
UCITJB6tG26TLUWCDOqYrwuw,center
UC5lgVXBytsRdxupAff2cUjw,center
UClmFQfVyDvdtCralM-Oo_mw,center
UC8oyBIWgtD0-vxrReX5H58w,center
UCDKQxQbtZ3NTsKiCRPnGASw,center
UC0PenCUwLpNqw_-TqCZb-5g,center
UCvQQMY6TyUdt5VeHpuHv_Dg,center
UCe42vp8YpY9cVH9okx1t_Kg,center
UC_vRepQuzI527GtEP1pGYZw,center
UCSPEjw8F2nQDtmUKPFNF7_A,center
UCCzAM8CDSHOzTXEY_XUdrvw,center
UCz5Nf5Eb7EQul1mLqrRwliw,center
UC7WJI0OeFU9zHKxLPjkSdXQ,center
UCz7vEV6--eVhbISSds5Ze0Q,center
UCdFZ5b8bpOLRgbOATyPRtdw,center
UCDqYs78qafR_x8mYeyWo04g,center
UCS7F80GsYpXV0k8I9jSt6PQ,center
UCRnLlxwOaxeplsJ8On583Vw,center
UCwbQkZf9gjqDvbK4_H6qAOw,center
UC9Y9isQRah3-7c7GCUf7ntg,center
UCIlbzyU1I4zhSoIYIw6ohzA,center
UCfyYK3GqcotDIAjcoReK3Hg,center
UCXiPS-hRRbycfMWkwM60ThQ,center
UCGmxS5xxYQRxZMqe7tSko2g,center
UCZBEpllW49CkLE0szqpvJAQ,center
UCnSXdCNbGIrWH0l1yC3YULw,center
UCG_Qif8SJIS3XxU8iqHoInw,center
UCTnsIW_melVWGQC_dxQh45g,center
UCRzgK52MmetD9aG8pDOID3g,center
UC215e0pmZON6sCXSoL2Pnxg,center
UCEpx2l9WZ3jyCCcCKheKi4g,center
UCGnlgHCdAsCNeAdNRTbS4hg,center
UCyAiiMdPxJP-38CnmcQv3Iw,center
UCpvy7R6hAUqAAZQI0rQIcxw,center
UCe-gQL3ba2ZifalRkAG0ORQ,center
UCfHELo8vTDfQMG8zDEMaUHg,center
UCvMpQ0l7-GvqBW2VpytpvHA,center
UC9eSOKr_Mst813TPZDh9mJA,center
UC4SUWizzKc1tptprBkWjX2Q,center
UC3faT_bgElexFnqg100gUGw,center
UCMzl-NrhN_SuBYJho4UEx9Q,center
UC559Ue7uLSmosunJ5oZ0x4g,center
UCZNjpcQLBx26W6lDWvpg7PQ,center
UCDCQQPn-ROl_47x3s9ED84Q,center
UCSq3p5NKEtyp5Rjd4ctiEbg,center
UCt4O2fgybgf4TMSU3bsb8Rg,center
UCj6EKBe990fanr4MSh45Alw,center
UCEyPWPSLfrg1ue9Oq1wLr8w,center
UC5w-uRIutST34hir01q1iSQ,center
UC6invOXkRetKTlyzSGDi4Bw,center
UCmksR2jAphI96PPCwvPO02g,center
UCfPOKr9jBi9wQQw1l9gZkIw,center
UCtOGMnFCV5qo9Dg5u65r1EA,center
UC2zhLSPeHaH7fFBsRLf2Z0w,center
UCDg5Dpx6BCf_4ogh3xMqIkg,center
UCJ-BnB_ANzMZ7TPXZBk3ouw,center
UCwlZZGmE1e_6PI2e-HOPOQw,center
UCoKpPVO5ZxAGs94YyktT3PQ,center
UCOilDZK0e_H8LGJ8FvsKwgw,center
UCI6ZxuWAPjeZ0cAUaBBy2gA,center
UCLjz1A_YEHIb6oUZKNLHQeA,center
UCEntDtOE3XHqQkjBKBTzh_A,center
UCajgcgjxXLZ_z817H5JnOzQ,center
UCF1mBKeoYWluAUr_r3QDcuw,center
UCC8APmdaRgAVOmGp0p4ct2Q,center
UCckHqySbfy5FcPP6MD_S-Yg,center
UCn_UP6wdgfFrtm-kuXMAbWg,center
UC1xbmiZaQkVyYffeB3GBQ1g,center
UCP06SZMpEHKrx31UOr2SfqQ,center
UCuwdoOuo2MLU2ebspAWKcxQ,center
UCEBpcoDyjM0efCWX75b0yig,center
UCJfdBErVr7q8xoeYanwdniA,center
UCmq2pG9uYmTvqaN5QIfZeyw,center
UChwTFs3rYtFi-6ujmKtv-9Q,center
UC8pu_8ZZFjXQaubpihVJ9TA,center
UCW-e5dvZL_RziqcGzdQY6qA,center
UCVSNOxehfALut52NbkfRBaA,center
UCJ1kk-8qzkXq_onYZ9gvVOg,center
UCBJwrtGLeuUHiMNvOKKOdMA,center
UCotyq23nOVEuMz2vR69w8hw,center
UCzRquKu82KHGXjaBb2Uok5g,center
UCTWm3nwRTFpGsPCM-yPsQnA,center
UCmCjq1ntaTU-KP2u_3GLQgg,center
UC_gUM8rL-Lrg6O3adPW9K1g,center
UCckWkzE1dVhYCtAVrs3sC0g,center
UC575w7dIjLvGCnz4M1kgSsQ,center
UCfmkz6A3aTJwJzox2xhAuRw,center
UCYImiD9L0dMycenfBy2al0Q,extremeright
UCwjTpYkig067AVMuSljgPkQ,extremeright
UCfPhM5P-BJCR8vRSPCdtXoQ,extremeright
UCgKpNKeiJK3-hAJppfIjnIw,extremeright
UCkUoXnXMKF7kosZJelEoKWw,extremeright
UCoR2csvc9d8xC4jpMcFjHcA,extremeright
UCiammVWC9jV73eR6AoqPaUA,extremeleft
UC0aCRHZm9xOCvFoxWAmgS2w,extremeright
UCmgnsaQIK1IR808Ebde-ssA,extremeright
UCbf7dXJcvB53zoxvNblnlLQ,extremeright
UC87YBeLMwXhgaw5tcCxsXgQ,extremeright
UCiFzpb7bMZxeXqP3nbGpHnA,extremeright
UCc_c74cA03PgCXTK05QLY7g,extremeright
UC8eE25pvmhz-nAMZATep-7g,extremeright
UCedX-qH2AXwF66dPe8pE30A,extremeright
UCxKiVICfbqCyTpoKQvhlhmQ,extremeright
UC1XUCiDr1YxQv-qdF9vGB9A,extremeright
UCKlpgUx48sCFIPcxM8AAZUA,extremeright
UCh9qBWORox1AfiiISaAPhOg,extremeright
UCIRQ4OSBaFviBJZJSER7t2Q,extremeright
UChRnfQ9xo-RGvPVc8qW9rAA,extremeleft
UClvDbjIH0kfwkZ3AUxh5-Gg,extremeright
UCoWe8JjDi-0wrdzo--2htHw,extremeright
UCruZk1gOmcufl6fIAQM2_9g,extremeright
UC-OvPXGAoeZsnzqq6IOZWfw,extremeright
UCs3Yii8cwoiVo7Fx88Ebtgw,extremeright
UClWEQXTtYcbXlSEDRDFqmbg,extremeright
UCI_XnBD9F9RporJLDCWSJhA,extremeright
UCoKn2GX7lHUWoGijGrNKeow,extremeright
UCIo5765h7I9104vQFriyjPA,extremeright
UCD9MGWXo8KcFf1Wg7qSsGPg,extremeright
UCmCSb-qGUn3xkMYeIITIsqQ,extremeright
UCpKimtjklYBgSKfSJrnXLRA,extremeright
UCnkG_c5cyemVVsgCDoHiXew,extremeright
UCdeMVChrumySxV9N1w0Au-w,extremeright
UCvb02rPu9lnsFh5yMp1PxPQ,extremeright
UCG-gYBeBts49ULquwo33k9g,extremeright
UCDoUTHgXzHLSqsAPGD_Rd9A,extremeright
UCaYPEP4en3RHlvC5r34YR2g,extremeright
UC1h3bqESVdqkwm123Ce4ZmA,extremeright
UCXOxQGAbo6ERJoSEDKaEa5w,extremeright
UC-5fbO9oT3SKREKe2pBFK8A,extremeright
UCXY4laB0vrcGiYS6XI6M6xA,extremeright
UChto_0xZP41Ld2w5vIbhEiA,extremeright
UC1iuHaUCQ8-Jay4u3l2N1_Q,extremeright
UCG9T-fUXhy7JO4cJxaYoyxA,extremeright
UCmX0gITcFMtmDSah8-wCChw,left
UCvubOhuUIhYoYnRyXHtcygQ,left
UCupvZG-5ko_eiXAupbDfxWw,left
UCSTEGsYwuvPpwjtIufg7gzA,left
UCKRoXz3hHAu2XL_k3Ef4vJQ,left
UCzTy5FV9S-JqMaJOq4AxySQ,left
UCas0pAfnq618PsfXv8BsoTQ,left
UCzPVrQz46DaVRA8gwMedGyQ,left
UCcgg5oVHV3ktWzbkbc52urQ,left
UCv1RrKT8zaa5J1ueqCmMfsw,left
UCHZeKyjqpK9diTD1g4yDl5g,left
UCj5HsClUUEJ4zuCSNtd1ssQ,left
UCzGUT9PjV3SMBwjWXUYh4HA,left
UCJ6zdaRNDg0Aum1Muqg2dkQ,left
UClUHLX_Rd-SNOl8Ws2C_EJQ,left
UCRG85wzvd1a9RJhbhwkGKeA,left
UCQObr5Jec8STSDpM9WV7WoQ,left
UCXoyf6U1THY7hTnWE8NTvMw,left
UCJX8Wn6opMsBng3QWh0dK6g,left
UCExmL8PAa1O93bUIYN7BJ_A,left
UCKFyxRML4e78QPlFxOEYOIg,left
UCn7b6PCehgg4ZNh5NDcmy9g,left
UCQLRK5wiWGmzp4dnFt0arwA,left
UCRDvr6eCqkvN8SoZLGc_PGQ,left
UCSxCtu4groYcYi_2rk5-xdg,left
UCLh3CUymJDXbXXmLZtLtQwA,left
UCMCioqY4zblWt7Uw0E0VTGA,left
UCMsWTbr8EdXTXsmRTWqkZMA,left
UCdnZdQxYXnbN4uWJg96oGxw,left
UCxbvj3K-mrULh6WNpaIArLg,left
UCqKbr6whKVdG072pbDICOLQ,left
UCQSoBGVRy5x6SaKbzh5_xiw,left
UCYWIEbibRcZav6xMLo9qWWw,left
UC-JSIhoXcKetaEeYOpvwcIQ,left
UCQ5-7CUfHe7mZGR7alIOsxA,left
UClvD6c1VI75QZWJjA_yiWhg,left
UCTcCX_XY4l-W2ba5IxIRhsg,left
UCFYRWsIH2BivGa_-2LVTsBA,left
UCmuTmpLY35O3csvhyA6vrkg,left
UCtO2zDQt-AhF6SwYbXDdFKA,left
UCpO2gT9O_4bjfA1DC56Krwg,left
UCMmyuYx0_fHRLMXVcK8YfHw,left
UCn4sPeUomNGIr26bElVdDYg,left
UCOEqEhNpKnvLoiexhKo05kg,left
UCQXtGbmY2X1XnAwJCKyUdqg,left
UCIPGLy8do4qmWgYs6_TTX0Q,left
UCEKTTRxePc6gRbtter3q4rw,left
UCLjzzg-cFWpEEjnWCOpXp3Q,left
UChub1tZZuWn9YYHJZZYTbMg,left
UCf35-G7FNLFm0jT4xHOHHTg,left
UCDGECor7yw2AkrgAcHkcJxQ,left
UCg5bOg1qVoZ2JDJ7MmjY63A,left
UCHrrs54uHH84iPWIpFBMMGQ,left
UCctZiv1A02Uzy8JGzeCd0yA,left
UCDCSEcGjvEUHskSVFNbqsQA,left
UCYdasX3ym3E5r1iozVllmzA,left
UCJoETvJ0a2zVRFzj02MzmLw,left
UC-qbk0cdNP1-uU88-a_IAjA,left
UCr7veYVN9t6UPoB1_icFG1g,left
UCwQKTzuzDIazT37whnR0lqQ,left
UCQcPBLsq9rRc5TxDqSz_Dog,left
UCrmm_7RDZJeQzq2-wvmjueg,left
UCLnuTrdp3MBzo9ZPig5szbQ,left
UCzWwWbbKHg4aodl0S35R6XA,right
UCbJHyf5BRreiCcddo3N0aGg,right
UCj41LMgg5G085QyTsSgy1TQ,right
UCZZgI-HmGsPVw72jMnsNlAg,right
UC0AvY8x1GqGIst1C4yygXWw,right
UCqT2O_5CC-qJU2ZzYvNmwNw,right
UCETvTnnDut4ioV97kJtzA4A,right
UCph-M7aQqpi1fW0BQwn7XUA,right
UChNCtunNxRHny_nr1LFRASA,right
UCfOJCco7JZZ2YjgxH60a0JA,right
UCka_CL7uJJthyJt3ovloWWA,right
UCcXyMU4Bjc32COBSStzbuWQ,right
UCl6dwDYMqMjnHQ-hmJoWp8A,right
UCA8sK_Bba0Eb-k33bD0ldhw,right
UCp7NBbx93BDRMe2jM2h-Wpw,right
UC5qUZQaok9MfikZuDez47Dw,right
UCV4ZdqpfiIBJIx1BBIHi3sw,right
UCX17igkZ9JhU64JoTBVSWeQ,right
UCzf3UGSgFKBE3_gNB4n8N8w,right
UCgX2Bq7Y2sqIUjSv21BhLLQ,right
UCh2U2g4ljOv0jIzd5os4qIA,right
UCtbwMXWXSSFzlU0zmo7xV_g,right
UCEn2XzowruUIsqs09iSFRiA,right
UCP9M_pYLQTrz9FGfjmfBbhA,right
UCw3fku0sH3qA3c3pZeJwdAw,right
UCHqkXbgqrDrDVInBMSoGQgQ,right
UCe6zkHQpTMBhiGPCiNA0qMg,right
UC0aVoboXBUx2-tVIWHc3W2Q,right
UCp80KnAH2DG0P2-fzhbhdiA,right
UCBy9NB2w8qvQBbdxRZ2rA3Q,right
UCuYj0t1uL7XfkM6qfkmvWwQ,right
UCutFChK6m2a_8PFcLIu_g_w,right
UCMk8U2Hmfdxqn3zrCq2g9oQ,right
UCh2Lgr3oLSvY3m4_tXJ8Dtw,right
UChxJIY_QqTNWfJdQsJVG3jA,right
UCzp8QlVd_hDLfK1LMLDu3dQ,right
UC5bEfSFTYQVfLCwkhBt8NtQ,right
UCsRq2PbttxbBJYK49n58L1A,right
UCq2C-2ncAhp_e9scyJNatpw,right
UCkbFg3fDjlHr486c8bCDE5A,right
UC5k4fQj-z0jEQBpd-VFwbIw,right
UCqNfXxfww4ATBZsbv64nwRg,right
UCg_s5BRCyjhOHbOyZQC3gDg,right
UCCGS7RkJpH5nFNKczvXV6Dw,right
UCzh2eDmZDomey_WwEMwU5_w,right
UCufR_sP6bjarwJwNEljxAnQ,right
UCOszgB0lT2YmSARshw9xN3g,right
UCjB9v0HaeA-wlSdqbEiPN3g,right
UCIveFvW-ARp_B_RckhweNJw,right
UCpugeZUO4F8H7YC_H_EDirA,right
UCFrgtYxKOBuDqXavBuK0FFA,right
UCun4tg1BecN4PuxwZ6mL3NA,right
UCx6h-dWzJ5NpAlja1YsApdg,right
UCac8YoZW1nzs74YXUQf1AXw,right
UCJlMsN7HPbyywteQ1mk-c2Q,right
UC0hVVwpx_zoLEuKI8bOgFdg,right
UCNbIDJNNgaRrXOD7VllIMRQ,right
UCpTPf6kHqNjceRjCLUgBO2g,right
UC6b9_V1wIz7zK3x2Lqo9zCQ,right
UCDESdSXe3Y0YhercgjrzVYQ,right
